STYLE NUMBER,SEASON,season_id,FINAL SUPPLIER PRODUCTION,ON FLOOR MONTH,month_id,season_factor,season_name,season_year,SHIP METHOD US RETAIL,SHIP METHOD US WHOLESALE,SQUAD,FABRIC TYPE,CATEGORY,FINAL FABRIC,MAIN FABRIC COMPOSITION,COO,FOB US,FOB EU,US LANDED,EU LANDED,US RETAIL FOR MKUP,EU RETAIL FOR MKUP,EU RETAIL...19,US RETAIL,US WHOLESALE,US ATS,EU RETAIL...23,EU CONCESSIONS,EU WHOLESALE,EU ATS,UK RETAIL,UK CONCESSIONS,UK WHOLESALE,UK ATS,TOTAL,TOTAL LANDED US,TOTAL LANDED EU,TOTAL LANDED UK,TOTAL RETAIL US,TOTAL RETAIL EU,TOTAL RETAIL UK,TOTAL CUSTO $,TOTAL VERBA $
347007,HS25,6,ECICO,MAY,5,HS25,HS,25,AIR,AIR,CORE TECIDO,ARTESANAL,DRESSES,PALM TREE COTTON EYELET,100% COTTON,CHINA,40,38,54.11,46.56,330,308.33333333333337,NA,158,883,66,29,0,134,0,51,0,10,0,1331,59899.77,7589.28,2402.9120000000003,365310,60310,22570,71295.8708,459772.11
347008,HS25,6,ECICO,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,ARTESANAL,SHIRTS,POLYESTER GUIPUIRE,100% POLYESTER,CHINA,26,24.7,38.65,30.663999999999998,270,258.33333333333337,NA,250,274,0,40,49,108,0,100,59,6,0,886,20252.6,6040.807999999999,4290.792,141480,61070,51150,32415.11032,273067.87
349830,HS25,6,H&F,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,DRESSES,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,24.8,23.56,30.011200000000002,29.8872,280,266.6666666666667,NA,350,0,0,66,0,0,0,84,0,13,0,513,10503.92,1972.5552,2467.97488,98000,21120,31040,15862.372512,160462.72
349831,HS25,6,H&F,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,DRESSES,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,30.5,28.974999999999998,36.6045,36.452,290,275,NA,500,0,0,90,0,0,0,112,0,13,0,715,18302.25,3280.68,3873.3,145000,29700,41250,26913.481200000002,229790.2
349961,HS25,6,GAIA,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,MALHA SILK,TOPS,ORGANIC COTTON,100% COTTON,TURKEY,8.75,8.3125,12.19375,9.3125,75,66.66666666666667,NA,325,0,0,91,0,0,0,195,0,25,0,636,3962.96875,847.4375,1740.75,24375,7280,17600,7149.650625,54669.479999999996
349832,HS25,6,H&F,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,DRESSES,DRESSES,LINEN,100% LINEN,CHINA,49,46.55,75.981,56.135999999999996,370,350,NA,450,0,0,72,0,0,0,84,0,10,0,616,34191.45,4041.7919999999995,4451.388800000001,166500,30240,39480,44383.80872,249631.44
349833,HS25,6,H&F,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,DRESSES,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,42.5,40.375,49.4325,49.22,340,316.6666666666667,NA,375,0,0,66,0,0,0,84,0,13,0,538,18537.1875,3248.52,4035.5879999999997,127500,25080,36860,27324.3387,201674.47999999998
349835,HS25,6,H&F,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,DRESSES,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,44,41.8,51.036,50.815999999999995,360,341.6666666666667,NA,300,0,0,60,0,0,0,77,0,11,0,448,15310.800000000001,3048.9599999999996,3777.9456,108000,24600,36080,23545.49568,180660.2
347151,HS25,6,ECICO,JULY,7,HS25,HS,25,AIR,AIR,ESSENTIAL,ARTESANAL,SHIRTS,POLYESTER GUIPUIRE,100% POLYESTER,CHINA,26,24.7,40.17,30.663999999999998,270,258.33333333333337,NA,130,5,0,0,128,22,0,80,73,13,0,451,5422.950000000001,4599.5999999999995,4316.7968,36450,46500,51460,16048.349839999999,152535.7
347152,HS25,6,ECICO,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,ARTESANAL,SHIRTS,POLYESTER GUIPUIRE,100% POLYESTER,CHINA,26,24.7,38.65,30.663999999999998,270,258.33333333333337,NA,300,181,0,60,121,67,0,109,80,0,0,918,18590.65,7604.671999999999,4914.9072,129870,76880,58590,33269.12184,288155.38
347155,HS25,6,HS FASHION,JULY,7,HS25,HS,25,AIR,AIR,ESSENTIAL,TECIDO LISO,JUMPSUITS,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,29.9,28.404999999999998,41.629819999999995,35.813599999999994,270,258.33333333333337,NA,300,256,0,70,0,12,0,134,24,0,0,796,23146.179919999995,2936.7151999999996,4811.972159999999,150120,25420,48980,32602.763295999994,240057.82
351643,HS25,6,ECICO,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,25,23.75,34.16,30.6,190,175,NA,0,150,0,0,0,0,0,0,0,0,0,150,5123.999999999999,0,0,28500,0,0,5123.999999999999,28500
351647,HS25,6,GAIA,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,MALHA SILK,T-SHIRTS,ORGANIC COTTON,100% COTTON,TURKEY,8.75,8.3125,12.19375,9.3125,75,66.66666666666667,NA,0,300,0,0,0,0,0,0,0,0,0,300,3658.125,0,0,22500,0,0,3658.125,22500
351644,HS25,6,ECICO,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,SHIRTS,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,20,19,27.41,24.28,190,175,NA,0,200,0,0,0,0,0,0,0,0,0,200,5482,0,0,38000,0,0,5482,38000
351645,HS25,6,ECICO,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,SHORTS,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,13,12.35,17.86,16.332,140,133.33333333333334,NA,0,200,0,0,0,0,0,0,0,0,0,200,3572,0,0,28000,0,0,3572,28000
351646,HS25,6,ECICO,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,LINEN,100% LINEN,CHINA,43,40.85,56.35,49.752,298,283.33333333333337,NA,0,200,0,0,0,0,0,0,0,0,0,200,11270,0,0,59600,0,0,11270,59600
351650,HS25,6,H&F,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,SKY COTTON,100% COTTON,CHINA,36,34.199999999999996,57.424,42.303999999999995,298,283.33333333333337,NA,0,200,0,0,0,0,0,0,0,0,0,200,11484.8,0,0,59600,0,0,11484.8,59600
351651,HS25,6,H&F,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,CROP TOPS,PAPER COTTON,100% COTTON,CHINA,10.5,9.975,14.617,13.671999999999999,110,100,NA,0,300,0,0,0,0,0,0,0,0,0,300,4385.1,0,0,33000,0,0,4385.1,33000
351652,HS25,6,H&F,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,SKIRTS,PAPER COTTON,100% COTTON,CHINA,26.9,25.554999999999996,32.1058,31.621599999999994,190,175,NA,0,300,0,0,0,0,0,0,0,0,0,300,9631.74,0,0,57000,0,0,9631.74,57000
351654,HS25,6,GAIA,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,MALHA SILK,DRESSES,ORGANIC COTTON,100% COTTON,TURKEY,25,23.75,31.875,24.75,198,183.33333333333334,NA,0,300,0,0,0,0,0,0,0,0,0,300,9562.5,0,0,59400,0,0,9562.5,59400
351653,HS25,6,H&F,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,JUMPSUITS,PAPER COTTON,100% COTTON,CHINA,26.5,25.174999999999997,32.1465,31.695999999999998,220,206.66666666666669,NA,0,300,0,0,0,0,0,0,0,0,0,300,9643.95,0,0,66000,0,0,9643.95,66000
351655,HS25,6,ECICO,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,ARTESANAL,SHIRTS,LINEN,100% LINEN,CHINA,36.5,34.675,47.92,41.836,248,233.33333333333334,NA,0,200,0,0,0,0,0,0,0,0,0,200,9584,0,0,49600,0,0,9584,49600
351656,HS25,6,ECICO,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,ARTESANAL,SHORTS,GABARDINE,100% COTTON,CHINA,17.5,16.625,25.2,21.12,180,165,NA,0,200,0,0,0,0,0,0,0,0,0,200,5040,0,0,36000,0,0,5040,36000
351658,HS25,6,HS FASHION,MAY,5,HS25,HS,25,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,LIGHT COTTON,100% COTTON,CHINA,28.68,27.246,38.5,34.515519999999995,270,258.33333333333337,NA,0,300,0,0,0,0,0,0,0,0,0,300,11550,0,0,81000,0,0,11550,81000
351969,HS25,6,JJ,JUNE,6,HS25,HS,25,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,COTTON DOTS,100% COTTON,INDIA,31,29.45,39.235839999999996,36.2772,290,275,NA,0,2400,0,0,0,0,0,0,0,0,0,2400,94166.01599999999,0,0,696000,0,0,94166.01599999999,696000
351970,HS25,6,GAIA,JUNE,6,HS25,HS,25,SEA,SEA,ESSENTIAL,TECIDO ESTAMPA,DRESSES,VISCOSE SATIN,100% VISCOSE,TURKEY,26,24.7,34.76,25.7,210,200,NA,0,1350,0,0,0,0,0,0,0,0,0,1350,46926,0,0,283500,0,0,46926,283500
351972,HS25,6,GAIA,JUNE,6,HS25,HS,25,SEA,SEA,ESSENTIAL,MALHA ESTAMPA,BLOUSES,MOON JERSEY,85% RAYON 15% ELASTANE,TURKEY,17.5,16.625,24.05,17.625,120,116.66666666666667,NA,0,550,0,0,0,0,0,0,0,0,0,550,13227.5,0,0,66000,0,0,13227.5,66000
351973,HS25,6,KONCEPTION,JUNE,6,HS25,HS,25,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,BLOUSES,SHEER VISCOSE,100% VISCOSE,INDIA,23,21.849999999999998,35,28.477099999999997,180,165,NA,0,1250,0,0,0,0,0,0,0,0,0,1250,43750,0,0,225000,0,0,43750,225000
351974,HS25,6,KONCEPTION,JUNE,6,HS25,HS,25,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,VISCOSE MARROCAINE,100% VISCOSE,INDIA,34.95,33.2025,49.5,42.71411500000001,298,283.33333333333337,NA,0,500,0,0,0,0,0,0,0,0,0,500,24750,0,0,149000,0,0,24750,149000
351976,HS25,6,GAIA,JUNE,6,HS25,HS,25,SEA,SEA,ESSENTIAL,MALHA SILK,T-SHIRTS,ORGANIC COTTON,100% COTTON,TURKEY,8.75,8.3125,13.06875,9.3125,75,66.66666666666667,NA,0,900,0,0,0,0,0,0,0,0,0,900,11761.875,0,0,67500,0,0,11761.875,67500
351977,HS25,6,KONCEPTION,JUNE,6,HS25,HS,25,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,LIGHT COTTON,100% COTTON,INDIA,28.65,27.217499999999998,38.5,35.235605,260,241.66666666666669,NA,0,1200,0,0,0,0,0,0,0,0,0,1200,46200,0,0,312000,0,0,46200,312000
351978,HS25,6,KONCEPTION,JUNE,6,HS25,HS,25,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,BLOUSES,VELLA COTTON,100% COTTON,INDIA,20.5,19.474999999999998,29.35,25.707849999999997,180,165,NA,0,550,0,0,0,0,0,0,0,0,0,550,16142.5,0,0,99000,0,0,16142.5,99000
351986,HS25,6,ECICO,JUNE,6,HS25,HS,25,AIR,AIR,CORE,TRICOT,CARDIGAN,KNIT,65% VISCOSE 35%POLYAMIDE,CHINA,16.5,15.674999999999999,33.631114814814815,21.555999999999997,180,165,NA,0,1350,0,0,0,0,0,0,0,0,0,1350,45402.005,0,0,243000,0,0,45402.005,243000
351975,HS25,6,ECICO,JUNE,6,HS25,HS,25,AIR,AIR,CORE,TRICOT,CARDIGAN,KNIT,65%VISCOSE 35%POLYAMIDE,CHINA,17,16.15,36.56030495652174,22.087999999999997,198,183.33333333333334,NA,0,1150,0,0,0,0,0,0,0,0,0,1150,42044.3507,0,0,227700,0,0,42044.3507,227700
336962,HS25,6,ECICO,JUNE,6,HS25,HS,25,AIR,AIR,CORE TRICOT,CROCHET,CROP TOPS,CROCHET,100% POLYESTER,CHINA,46,43.699999999999996,87.30645,52.943999999999996,280,266.6666666666667,NA,100,0,0,60,0,0,0,40,0,0,0,200,8730.645,3176.64,1788.0320000000002,28000,19200,12800,14517.6242,65203.2
336963,HS25,6,ECICO,JUNE,6,HS25,HS,25,AIR,AIR,CORE TRICOT,CROCHET,SKIRTS,CROCHET,100% POLYESTER,CHINA,44.5,42.275,81.90755,51.348,310,290,NA,100,0,0,60,0,0,0,40,0,0,0,200,8190.755,3080.88,1734.9440000000002,31000,20880,13920,13804.341400000001,71458.48000000001
339738,FALL25,7,KONCEPTION,AUGUST,8,FALL25,FALL,25,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,TOPS,3D COTTON FLOWER,100% COTTON,INDIA,22.5,20.7,32.79,27.136200000000002,198,220,NA,315,424,0,26,0,119,0,45,0,8,0,937,24231.809999999998,3934.7490000000003,1229.65035,146322,31900,11660,30119.231864999998,195933.1
339741,FALL25,7,HS FASHION,AUGUST,8,FALL25,FALL,25,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,TOPS,PAPER COTTON,100% COTTON,CHINA,21.5,18.86,35.8735,24.1232,198,220,NA,238,0,0,26,0,0,0,45,0,0,0,309,8537.893,627.2032,930.5640000000001,47124,5720,9900,10431.277688,65937.51999999999
339742,FALL25,7,H&F,AUGUST,8,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,TOPS,PAPER COTTON,100% COTTON,CHINA,19.5,17.94,32.8155,23.0928,198,220,NA,394,1237,0,40,61,142,0,69,39,5,0,1987,53522.080500000004,5611.5504,2239.2983999999997,322938,53460,24860,62549.758356,412835.06
339743,FALL25,7,GAIA,AUGUST,8,FALL25,FALL,25,AIR,AIR,CORE TECIDO,MALHA ESTAMPA,TOPS,MOON JERSEY,89% RAYON 11% ELASTANE,TURKEY,19.95,18.354,31.3265,19.354,180,180,NA,420,298,0,39,0,23,0,67,0,0,0,847,22492.427,1199.9479999999999,1096.2205,129240,11160,12060,25225.45697,156731.76
339746,FALL25,7,GAIA,OCTOBER,10,FALL25,FALL,25,AIR,AIR,ESSENTIAL,MALHA ESTAMPA,TOPS,MOON JERSEY,89% RAYON 11% ELASTANE,TURKEY,17.5,16.1,26.85,17.1,120,140,NA,243,115,0,39,0,46,0,67,0,6,0,516,9612.3,1453.5,1056.675,42960,11900,10220,12570.2925,68922.3
339748,FALL25,7,GAIA,AUGUST,8,FALL25,FALL,25,AIR,AIR,ESSENTIAL,MALHA ESTAMPA,TOPS,MOON JERSEY,89% RAYON 11% ELASTANE,TURKEY,15.5,14.26,24.01,15.26,120,140,NA,783,1147,0,78,29,121,0,135,20,0,0,2313,46339.3,3479.2799999999997,2004.9250000000002,231600,31920,21700,52738.1177,293983.72
339749,FALL25,7,GAIA,SEPTEMBER,9,FALL25,FALL,25,AIR,AIR,ESSENTIAL,MALHA ESTAMPA,TOPS,TULLE,93% POLYESTER 7% SPANDEX,TURKEY,11.5,10.58,18.33,11.58,98,110,NA,550,847,0,79,0,57,0,137,18,3,0,1691,25607.009999999995,1574.88,1557.0900000000001,136906,14960,17380,29347.846199999996,175299.96
339751,FALL25,7,GAIA,AUGUST,8,FALL25,FALL,25,AIR,AIR,ESSENTIAL,MALHA ESTAMPA,TOPS,RIBBED JERSEY,95% COTTON 5% ELASTANE,TURKEY,14.8,13.616000000000001,19.878400000000003,14.616000000000001,130,148,NA,675,810,0,66,0,55,0,114,0,0,0,1720,29519.424000000006,1768.536,1413.144,193050,17908,16872,33284.21544000001,234015.068
339752,FALL25,7,GAIA,OCTOBER,10,FALL25,FALL,25,AIR,AIR,ESSENTIAL,MALHA ESTAMPA,TOPS,RIBBED JERSEY,95% COTTON 5% ELASTANE,TURKEY,14.8,13.616000000000001,20.6184,14.616000000000001,130,148,NA,593,1031,0,85,0,53,0,148,0,0,0,1910,33484.2816,2017.0080000000003,1834.6080000000002,211120,20424,21904,38067.81072,261220.664
339753,FALL25,7,GAIA,SEPTEMBER,9,FALL25,FALL,25,AIR,AIR,ESSENTIAL,MALHA ESTAMPA,TOPS,RIBBED JERSEY,95% COTTON 5% ELASTANE,TURKEY,14.8,13.616000000000001,20.6184,14.616000000000001,130,148,NA,570,1144,0,78,0,68,0,135,12,0,0,2007,35339.937600000005,2133.936,1822.2120000000002,222820,21608,21756,40034.80344,274024.44800000003
339759,FALL25,7,H&F,AUGUST,8,FALL25,FALL,25,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,PAPER COTTON,100% COTTON,CHINA,36.3,33.396,56.96169999999999,41.40352,298,340,NA,380,0,0,30,0,0,0,70,0,0,0,480,21645.445999999996,1242.1056,2471.3583999999996,113240,10200,23800,26212.107023999997,154594.2
339761,FALL25,7,GAIA,SEPTEMBER,9,FALL25,FALL,25,AIR,AIR,ESSENTIAL,MALHA ESTAMPA,DRESSES,CREPE JERSEY,95% VISCOSE 5% SPANDEX,TURKEY,22,20.240000000000002,31.477999999999998,21.240000000000002,180,198,NA,210,37,0,33,0,12,0,58,0,0,0,350,7775.065999999999,955.8000000000001,1040.52,44460,8910,11484,10169.563999999998,68765.48999999999
339764,FALL25,7,H&F,AUGUST,8,FALL25,FALL,25,AIR,AIR,ESSENTIAL,MALHA ESTAMPA,DRESSES,TULLE,93% POLYESTER 7% SPANDEX,CHINA,18,16.560000000000002,30.63,21.547200000000004,198,210,NA,457,220,0,47,8,79,0,80,0,0,0,891,20736.51,2887.3248000000003,1481.856,134046,28140,16800,25810.106831999998,186082.74
339770,FALL25,7,H&F,OCTOBER,10,FALL25,FALL,25,AIR,AIR,CORE TECIDO,MALHA LISA,DRESSES,RAYON JERSEY,100% VISCOSE,CHINA,37,34.04,60.388,42.1248,298,340,NA,136,25,0,26,0,28,0,45,0,0,0,260,9722.468,2274.7392,1615.896,47978,18360,15300,14302.598528,87439.76
339777,FALL25,7,H&F,SEPTEMBER,9,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,TOPS,VELVET,80% VISCOSE 20% NYLON,CHINA,24.5,22.540000000000003,43.278,28.2448,160,180,NA,120,325,0,23,39,126,0,40,31,0,0,704,19258.71,5310.0224,1713.1448,71200,33840,12780,27273.722656,124350.04000000001
339779,FALL25,7,HS FASHION,SEPTEMBER,9,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,VISCOSE MARROCAINE,100% VISCOSE,CHINA,30.5,28.060000000000002,50.3175,34.9272,320,340,NA,203,282,0,25,0,18,0,45,0,0,0,573,24403.987500000003,1501.8696,1341.144,155200,14620,15300,27784.512564000004,190581.42
339780,FALL25,7,H&F,SEPTEMBER,9,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,PAPER COTTON,100% COTTON,CHINA,27,24.84,42.893,31.3208,298,320,NA,349,887,0,50,0,97,0,80,0,0,0,1463,53015.748,4604.1576000000005,2142.7839999999997,368328,47040,25600,60819.898984,452160.64
339791,FALL25,7,KONCEPTION,OCTOBER,10,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,VISCOSE MARROCAINE,100% VISCOSE,INDIA,32,28.48,46.56,37.207679999999996,398,390,NA,452,406,0,70,0,46,0,130,0,0,0,1104,39948.48,4316.09088,4157.92,341484,45240,50700,50058.3150592,455229.83999999997
339793,FALL25,7,JJ,OCTOBER,10,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO LISO,DRESSES,SHEER VISCOSE,100% VISCOSE,INDIA,41,37.72,72.06,45.34112,420,440,NA,165,0,0,21,0,37,0,36,0,0,0,259,11889.9,2629.78496,1389.6259200000002,69300,25520,15840,16562.8793024,117259.12000000001
339795,FALL25,7,CASCADE,SEPTEMBER,9,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,SHEER VISCOSE,100% VISCOSE,INDIA,40,36.800000000000004,57.704,47.37248000000001,398,390,NA,308,511,0,40,10,27,0,80,0,0,0,976,47259.576,3647.680960000001,3224.0704,325962,30030,31200,55426.8397664,398348.73
339799,FALL25,7,CASCADE,AUGUST,8,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,SHEER VISCOSE,100% VISCOSE,INDIA,32.2,29.624000000000002,46.73172,38.4148464,280,290,NA,578,123,0,38,67,100,0,70,28,4,0,1008,32758.93572,7875.043512,3337.665256800001,196280,59450,29580,45681.697981920006,298706.55
355625,FALL25,7,CASCADE,AUGUST,8,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,SHEER VISCOSE,100% VISCOSE,INDIA,32.2,29.624000000000002,46.73172,38.4148464,260,290,NA,0,800,0,0,0,0,0,0,0,0,0,800,37385.376000000004,0,0,208000,0,0,37385.376000000004,208000
339807,FALL25,7,H&F,SEPTEMBER,9,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,BOTTOMS,VISCOSE SATIN,54% VISCOSE 46% RAYON,CHINA,29.5,27.14,48.2825,33.3968,298,310,NA,155,0,0,15,0,0,0,30,0,0,0,200,7483.7874999999995,500.952,853.2239999999999,46190,4650,9300,9139.01638,63074.15
339810,FALL25,7,SAIVANA,SEPTEMBER,9,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,TOPS,RAAT RAANI,100% ORGANIC COTTON,INDIA,29.9,27.508,40.4946,33.148768000000004,230,240,NA,118,175,0,20,9,81,0,32,0,3,0,438,11864.9178,3646.36448,988.16228,67390,26400,8400,17124.066047199998,106860.4
339811,FALL25,7,SAIVANA,SEPTEMBER,9,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,TOPS,RAAT RAANI,100% ORGANIC COTTON,INDIA,28.9,26.588,39.2406,32.140448,230,240,NA,118,101,0,20,33,64,0,32,33,0,0,401,8593.6914,3760.4324159999996,1780.30372,50370,28080,15600,15006.957569440001,100817.28
339812,FALL25,7,CASCADE,AUGUST,8,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,TOPS,SHEER VISCOSE,100% VISCOSE,INDIA,22.8,20.976000000000003,36.09648,27.722313600000003,230,240,NA,221,0,0,21,65,83,0,36,52,10,0,488,7977.32208,4685.0709984000005,2321.7671568,50830,40560,23520,16102.346772096002,124951.35999999999
339814,FALL25,7,H&F,AUGUST,8,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,CREPE VISCOSE,50% Viscose 50% Rayon,CHINA,23.5,21.62,39.572500000000005,27.7144,298,290,NA,861,1535,0,60,76,101,0,90,32,0,0,2755,94815.71000000002,6568.312800000001,2899.5008,714008,68730,35380,105744.52199200001,833925.0299999999
339815,FALL25,7,JJ,OCTOBER,10,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,SHEER VISCOSE,100% VISCOSE,INDIA,28,25.76,42.980000000000004,31.732960000000002,320,340,NA,421,643,0,50,0,297,0,80,0,9,0,1500,45730.72,11011.33712,2414.54864,340480,117980,30260,60871.990692800005,507626.38
339817,FALL25,7,CASCADE,AUGUST,8,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,SHEER VISCOSE,100% VISCOSE,INDIA,29.5,27.14,43.106700000000004,35.487204000000006,248,280,NA,817,346,0,46,45,156,0,96,18,11,0,1535,50133.0921,8765.339388000002,3783.987375,288424,69160,35000,64606.495620420006,408327.56
339821,FALL25,7,CASCADE,AUGUST,8,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,SHEER VISCOSE,100% VISCOSE,INDIA,34.5,31.740000000000002,50.319700000000005,41.408764000000005,380,360,NA,1164,761,0,70,0,399,0,140,17,42,0,2593,96865.42250000002,19420.710316,7026.592290999999,731500,168840,71640,127168.56672274003,1006687.24
339825,FALL25,7,H&F,AUGUST,8,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,VISCOSE SATIN,54% VISCOSE 46% RAYON,CHINA,28,25.76,46.980000000000004,32.851200000000006,280,320,NA,576,658,0,45,68,77,0,90,45,0,0,1559,57973.32000000001,6241.728000000001,3799.8720000000003,345520,60800,43200,69716.63712000001,466716.8
339837,FALL25,7,H&F,SEPTEMBER,9,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,BOTTOMS,PAPER COTTON,100% COTTON,CHINA,29,26.68,45.253,32.8816,248,260,NA,145,0,0,20,0,0,0,35,0,0,0,200,6561.685,657.632,980.3360000000001,35960,5200,9100,8552.94068,53190.2
339844,FALL25,7,CASCADE,AUGUST,8,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,SHEER VISCOSE,100% VISCOSE,INDIA,35,32.2,50.991,41.950920000000004,398,390,NA,832,663,0,45,83,276,0,90,58,15,0,2062,76231.54500000001,16948.171680000003,5829.41301,595010,157560,63570,102283.28904420002,847641.86
339851,FALL25,7,H&F,AUGUST,8,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,MANDY COTTON,53% COTTON 47% VISCOSE,CHINA,42.7,39.284000000000006,66.29930000000002,47.99808000000001,360,360,NA,285,0,0,31,0,0,0,54,0,0,0,370,18895.300500000005,1487.9404800000002,2204.5219200000006,102600,11160,19440,23383.034119200005,139464.36
339852,FALL25,7,GAIA,SEPTEMBER,9,FALL25,FALL,25,AIR,AIR,CORE TECIDO,MALHA ESTAMPA,DRESSES,MOON JERSEY,89% RAYON 11% ELASTANE,TURKEY,41.25,37.95,55.52125,38.95,320,340,NA,410,797,0,63,7,139,0,108,8,13,0,1545,67014.14875,8140.55,4226.3625,386240,71060,43860,81381.6195,519468.66
339854,FALL25,7,KONCEPTION,AUGUST,8,FALL25,FALL,25,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,TOPS,SHEER VISCOSE,100% VISCOSE,INDIA,27,24.84,41.853,31.963440000000002,230,220,NA,175,40,0,20,45,137,0,32,45,0,0,494,8998.395,6456.614880000001,2097.5677800000003,49450,44440,16940,18762.943333200004,119447.84000000001
339901,FALL25,7,ECICO,SEPTEMBER,9,FALL25,FALL,25,SEA (CALIFORNIA)+TRUCK,SEA (CALIFORNIA)+TRUCK,CORE TRICOT,TRICOT,SWEATER,KNIT,30% POLYESTER 24% VISCOSE 24% NYLON 22% ACRYLIC,CHINA,9.92,14.72,18.8144,20.4864,270,280,NA,240,339,0,35,137,307,0,63,57,139,0,1317,10893.5376,9812.9856,4609.7856,156330,134120,72520,27582.413184,394755.31999999995
339907,FALL25,7,SHARTEX,SEPTEMBER,9,FALL25,FALL,25,AIR,AIR,CORE TRICOT,TRICOT,SWEATER,KNIT,65%Acrylic 25%Nylon 10%Wool,CHINA,25.25,23.368,47.79875,30.172159999999998,198,220,NA,274,738,0,40,0,55,0,72,22,83,0,1284,48372.335,2866.3552,4585.17792,200376,20900,38940,57457.393464,272631.7
